DATE,GOLDAMGBD228NLBM
2017-06-16,1256.60
2017-06-19,1251.10
2017-06-20,1246.50
2017-06-21,1247.05
2017-06-22,1251.40
2017-06-23,1256.30
2017-06-26,1240.85
2017-06-27,1250.40
2017-06-28,1251.60
2017-06-29,1246.60
2017-06-30,1243.25
2017-07-03,1235.20
2017-07-04,1224.25
2017-07-05,1221.90
2017-07-06,1224.30
2017-07-07,1220.40
2017-07-10,1207.55
2017-07-11,1211.90
2017-07-12,1219.40
2017-07-13,1221.40
2017-07-14,1218.95
2017-07-17,1229.85
2017-07-18,1237.10
2017-07-19,1239.85
2017-07-20,1236.55
2017-07-21,1247.25
2017-07-24,1255.85
2017-07-25,1252.00
2017-07-26,1245.40
2017-07-27,1262.05
2017-07-28,1259.60
2017-07-31,1266.35
2017-08-01,1267.05
2017-08-02,1266.65
2017-08-03,1261.80
2017-08-04,1269.30
2017-08-07,1257.55
2017-08-08,1261.45
2017-08-09,1267.95
2017-08-10,1278.90
2017-08-11,1288.30
2017-08-14,1281.10
2017-08-15,.
2017-08-16,1270.15
2017-08-17,1285.90
2017-08-18,1295.25
2017-08-21,1287.60
2017-08-22,1285.10
2017-08-23,1286.45
2017-08-24,1285.90
2017-08-25,1287.05
2017-08-28,.
2017-08-29,1323.40
2017-08-30,1310.60
2017-08-31,1305.80
2017-09-01,1318.40
2017-09-04,1334.60
2017-09-05,1331.15
2017-09-06,1340.15
2017-09-07,1340.45
2017-09-08,1350.90
2017-09-11,1338.75
2017-09-12,1326.25
2017-09-13,1332.25
2017-09-14,1323.00
2017-09-15,1325.00
2017-09-18,1314.40
2017-09-19,1308.45
2017-09-20,1314.90
2017-09-21,1297.35
2017-09-22,1297.00
2017-09-25,1295.50
2017-09-26,1306.90
2017-09-27,1291.30
2017-09-28,1284.30
2017-09-29,1286.95
2017-10-02,1273.10
2017-10-03,1270.70
2017-10-04,1275.55
2017-10-05,1278.40
2017-10-06,1268.20
2017-10-09,1282.15
2017-10-10,1289.60
2017-10-11,1290.20
2017-10-12,1294.45
2017-10-13,1293.90
2017-10-16,1305.15
2017-10-17,1289.70
2017-10-18,1280.65
2017-10-19,1283.40
2017-10-20,1280.25
2017-10-23,1275.25
2017-10-24,1278.30
2017-10-25,1273.00
2017-10-26,1278.00
2017-10-27,1267.80
2017-10-30,1272.75
2017-10-31,1274.40
2017-11-01,1279.25
2017-11-02,1276.40
2017-11-03,1275.30
2017-11-06,1271.60
2017-11-07,1276.35
2017-11-08,1282.25
2017-11-09,1284.00
2017-11-10,1284.45
2017-11-13,1278.40
2017-11-14,1273.70
2017-11-15,1285.70
2017-11-16,1277.70
2017-11-17,1283.85
2017-11-20,1292.35
2017-11-21,1280.00
2017-11-22,1283.95
2017-11-23,1290.15
2017-11-24,1289.15
2017-11-27,1294.70
2017-11-28,1293.90
2017-11-29,1294.85
2017-11-30,1282.15
2017-12-01,1277.25
2017-12-04,1279.10
2017-12-05,1275.90
2017-12-06,1268.55
2017-12-07,1256.80
2017-12-08,1245.85
2017-12-11,1251.40
2017-12-12,1243.40
2017-12-13,1241.60
2017-12-14,1255.60
2017-12-15,1257.25
2017-12-18,1258.65
2017-12-19,1263.10
2017-12-20,1265.95
2017-12-21,1265.85
2017-12-22,1268.05
2017-12-25,.
2017-12-26,.
2017-12-27,1285.40
2017-12-28,1291.60
2017-12-29,1296.50
2018-01-01,.
2018-01-02,1312.80
2018-01-03,1314.60
2018-01-04,1313.70
2018-01-05,1317.90
2018-01-08,1318.80
2018-01-09,1314.95
2018-01-10,1321.65
2018-01-11,1319.85
2018-01-12,1332.90
2018-01-15,1343.00
2018-01-16,1334.95
2018-01-17,1337.35
2018-01-18,1329.75
2018-01-19,1335.80
2018-01-22,1334.15
2018-01-23,1337.10
2018-01-24,1350.50
2018-01-25,1360.25
2018-01-26,1354.35
2018-01-29,1348.40
2018-01-30,1345.70
2018-01-31,1343.35
2018-02-01,1341.10
2018-02-02,1345.00
2018-02-05,1337.10
2018-02-06,1344.65
2018-02-07,1328.50
2018-02-08,1311.05
2018-02-09,1316.05
2018-02-12,1321.70
2018-02-13,1329.40
2018-02-14,1330.75
2018-02-15,1353.70
2018-02-16,1358.60
2018-02-19,1347.40
2018-02-20,1337.40
2018-02-21,1328.60
2018-02-22,1323.50
2018-02-23,1328.90
2018-02-26,1339.05
2018-02-27,1332.75
2018-02-28,1320.30
2018-03-01,1311.25
2018-03-02,1316.75
2018-03-05,1326.30
2018-03-06,1324.95
2018-03-07,1332.50
2018-03-08,1325.40
2018-03-09,1319.35
2018-03-12,1317.25
2018-03-13,1318.70
2018-03-14,1324.95
2018-03-15,1323.35
2018-03-16,1320.05
2018-03-19,1311.70
2018-03-20,1312.75
2018-03-21,1316.35
2018-03-22,1328.85
2018-03-23,1342.35
2018-03-26,1348.40
2018-03-27,1350.65
2018-03-28,1341.05
2018-03-29,1323.90
2018-03-30,.
2018-04-02,.
2018-04-03,1336.60
2018-04-04,1343.15
2018-04-05,1327.05
2018-04-06,1325.60
2018-04-09,1328.50
2018-04-10,1335.95
2018-04-11,1345.20
2018-04-12,1345.90
2018-04-13,1340.75
2018-04-16,1344.40
2018-04-17,1342.95
2018-04-18,1346.55
2018-04-19,1347.90
2018-04-20,1340.15
2018-04-23,1328.00
2018-04-24,1327.35
2018-04-25,1325.70
2018-04-26,1321.90
2018-04-27,1317.70
2018-04-30,1316.25
2018-05-01,1309.20
2018-05-02,1310.75
2018-05-03,1313.30
2018-05-04,1309.35
2018-05-07,.
2018-05-08,1310.05
2018-05-09,1306.85
2018-05-10,1314.80
2018-05-11,1324.80
2018-05-14,1320.70
2018-05-15,1310.05
2018-05-16,1291.75
2018-05-17,1288.85
2018-05-18,1287.20
2018-05-21,1285.85
2018-05-22,1293.90
2018-05-23,1294.00
2018-05-24,1296.35
2018-05-25,1303.95
2018-05-28,.
2018-05-29,1302.05
2018-05-30,1298.60
2018-05-31,1303.50
2018-06-01,1299.15
2018-06-04,1294.65
2018-06-05,1292.25
2018-06-06,1295.25
2018-06-07,1298.30
2018-06-08,1299.20
2018-06-11,1296.05
2018-06-12,1298.30
2018-06-13,1294.40
2018-06-14,1305.30
2018-06-15,1300.10
2018-06-18,1281.25
2018-06-19,1279.00
2018-06-20,1273.25
2018-06-21,1263.70
2018-06-22,1269.70
2018-06-25,1269.80
2018-06-26,1257.15
2018-06-27,1256.80
2018-06-28,1250.50
2018-06-29,1250.55
2018-07-02,1249.00
2018-07-03,1245.85
2018-07-04,1256.90
2018-07-05,1252.50
2018-07-06,1254.20
2018-07-09,1262.60
2018-07-10,1253.70
2018-07-11,1250.00
2018-07-12,1244.85
2018-07-13,1240.50
2018-07-16,1244.90
2018-07-17,1243.65
2018-07-18,1223.45
2018-07-19,1217.40
2018-07-20,1224.85
2018-07-23,1229.45
2018-07-24,1224.30
2018-07-25,1230.55
2018-07-26,1228.35
2018-07-27,1219.15
2018-07-30,1222.05
2018-07-31,1219.20
2018-08-01,1222.75
2018-08-02,1217.60
2018-08-03,1207.70
2018-08-06,1212.00
2018-08-07,1215.40
2018-08-08,1212.35
2018-08-09,1215.50
2018-08-10,1211.65
2018-08-13,1204.40
2018-08-14,1195.30
2018-08-15,1186.70
2018-08-16,1179.65
2018-08-17,1176.70
2018-08-20,1188.75
2018-08-21,1194.10
2018-08-22,1196.85
2018-08-23,1187.30
2018-08-24,1189.95
2018-08-27,.
2018-08-28,1212.75
2018-08-29,1204.30
2018-08-30,1202.35
2018-08-31,1206.85
2018-09-03,1201.70
2018-09-04,1195.75
2018-09-05,1194.70
2018-09-06,1204.30
2018-09-07,1200.75
2018-09-10,1195.80
2018-09-11,1194.00
2018-09-12,1197.80
2018-09-13,1206.65
2018-09-14,1206.20
2018-09-17,1196.80
2018-09-18,1199.40
2018-09-19,1203.00
2018-09-20,1203.00
2018-09-21,1207.60
2018-09-24,1198.75
2018-09-25,1199.45
2018-09-26,1198.80
2018-09-27,1196.00
2018-09-28,1183.50
2018-10-01,1185.30
2018-10-02,1192.65
2018-10-03,1203.50
2018-10-04,1199.45
2018-10-05,1201.10
2018-10-08,1194.80
2018-10-09,1187.40
2018-10-10,1186.40
2018-10-11,1201.10
2018-10-12,1218.75
2018-10-15,1233.00
2018-10-16,1228.85
2018-10-17,1226.75
2018-10-18,1224.60
2018-10-19,1228.25
2018-10-22,1222.90
2018-10-23,1235.60
2018-10-24,1231.65
2018-10-25,1232.15
2018-10-26,1236.05
2018-10-29,1230.75
2018-10-30,1220.00
2018-10-31,1217.70
2018-11-01,1223.25
2018-11-02,1235.50
2018-11-05,1231.60
2018-11-06,1234.85
2018-11-07,1235.05
2018-11-08,1223.45
2018-11-09,1219.05
2018-11-12,1207.05
2018-11-13,1197.55
2018-11-14,1201.45
2018-11-15,1210.60
2018-11-16,1215.80
2018-11-19,1223.55
2018-11-20,1223.10
2018-11-21,1224.00
2018-11-22,1228.25
2018-11-23,1222.15
2018-11-26,1226.65
2018-11-27,1225.05
2018-11-28,1213.20
2018-11-29,1226.45
2018-11-30,1220.45
2018-12-03,1231.05
2018-12-04,1239.25
2018-12-05,1236.15
2018-12-06,1236.45
2018-12-07,1241.20
2018-12-10,1246.80
2018-12-11,1248.25
2018-12-12,1244.75
2018-12-13,1244.45
2018-12-14,1239.15
2018-12-17,1239.10
2018-12-18,1248.80
2018-12-19,1248.60
2018-12-20,1255.00
2018-12-21,1257.60
2018-12-24,1261.25
2018-12-25,.
2018-12-26,.
2018-12-27,1271.10
2018-12-28,1277.25
2018-12-31,1281.65
2019-01-01,.
2019-01-02,1287.20
2019-01-03,1287.95
2019-01-04,1290.35
2019-01-07,1291.50
2019-01-08,1283.90
2019-01-09,1281.30
2019-01-10,1292.40
2019-01-11,1292.80
2019-01-14,1293.70
2019-01-15,1289.35
2019-01-16,1290.50
2019-01-17,1294.00
2019-01-18,1285.05
2019-01-21,1278.70
2019-01-22,1284.75
2019-01-23,1284.90
2019-01-24,1279.75
2019-01-25,1282.95
2019-01-28,1301.00
2019-01-29,1308.35
2019-01-30,1312.95
2019-01-31,1322.50
2019-02-01,1320.75
2019-02-04,1311.00
2019-02-05,1314.00
2019-02-06,1313.35
2019-02-07,1306.60
2019-02-08,1311.10
2019-02-11,1306.75
2019-02-12,1311.60
2019-02-13,1311.15
2019-02-14,1305.65
2019-02-15,1318.00
2019-02-18,1323.95
2019-02-19,1329.55
2019-02-20,1345.75
2019-02-21,1335.05
2019-02-22,1322.25
2019-02-25,1329.15
2019-02-26,1327.55
2019-02-27,1326.45
2019-02-28,1325.45
2019-03-01,1309.95
2019-03-04,1287.45
2019-03-05,1285.00
2019-03-06,1285.55
2019-03-07,1286.40
2019-03-08,1294.10
2019-03-11,1296.35
2019-03-12,1296.95
2019-03-13,1308.40
2019-03-14,1299.20
2019-03-15,1302.65
2019-03-18,1305.35
2019-03-19,1308.35
2019-03-20,1303.00
2019-03-21,1317.30
2019-03-22,1311.10
2019-03-25,1319.35
2019-03-26,1315.25
2019-03-27,1318.25
2019-03-28,1306.90
2019-03-29,1291.15
2019-04-01,1291.90
2019-04-02,1287.20
2019-04-03,1291.85
2019-04-04,1291.60
2019-04-05,1288.90
2019-04-08,1297.10
2019-04-09,1301.85
2019-04-10,1304.80
2019-04-11,1304.65
2019-04-12,1296.15
2019-04-15,1286.75
2019-04-16,1283.75
2019-04-17,1276.10
2019-04-18,1276.50
2019-04-19,.
2019-04-22,.
2019-04-23,1273.45
2019-04-24,1273.80
2019-04-25,1277.85
2019-04-26,1281.50
2019-04-29,1282.15
2019-04-30,1285.15
2019-05-01,1281.80
2019-05-02,1271.45
2019-05-03,1270.05
2019-05-06,.
2019-05-07,1281.30
2019-05-08,1287.75
2019-05-09,1284.10
2019-05-10,1285.40
2019-05-13,1282.95
2019-05-14,1297.60
2019-05-15,1298.90
2019-05-16,1295.55
2019-05-17,1285.80
2019-05-20,1275.25
2019-05-21,1276.00
2019-05-22,1274.00
2019-05-23,1275.95
2019-05-24,1281.50
2019-05-27,.
2019-05-28,1283.90
2019-05-29,1283.50
2019-05-30,1276.45
2019-05-31,1296.00
2019-06-03,1313.95
2019-06-04,1323.60
2019-06-05,1337.75
2019-06-06,1336.65
2019-06-07,1334.30
2019-06-10,1328.60
2019-06-11,1322.65
2019-06-12,1336.65
2019-06-13,1335.80
2019-06-14,1352.45
2019-06-17,1333.20
2019-06-18,1344.55
2019-06-19,1342.40
2019-06-20,1381.65
2019-06-21,1388.35
2019-06-24,1405.45
2019-06-25,1429.55
2019-06-26,1406.75
2019-06-27,1402.25
2019-06-28,1413.20
2019-07-01,1390.05
2019-07-02,1393.10
2019-07-03,1425.10
2019-07-04,1415.25
2019-07-05,1414.40
2019-07-08,1404.90
2019-07-09,1387.90
2019-07-10,1395.45
2019-07-11,1423.10
2019-07-12,1405.60
2019-07-15,1416.25
2019-07-16,1416.10
2019-07-17,1400.80
2019-07-18,1420.90
2019-07-19,1437.05
2019-07-22,1424.45
2019-07-23,1417.55
2019-07-24,1425.55
2019-07-25,1426.35
2019-07-26,1418.25
2019-07-29,1418.95
2019-07-30,1428.45
2019-07-31,1430.55
2019-08-01,1406.40
2019-08-02,1436.05
2019-08-05,1457.45
2019-08-06,1461.85
2019-08-07,1487.65
2019-08-08,1497.40
2019-08-09,1503.50
2019-08-12,1501.95
2019-08-13,1527.20
2019-08-14,1500.35
2019-08-15,1517.65
2019-08-16,1509.05
2019-08-19,1499.35
2019-08-20,1502.65
2019-08-21,1499.65
2019-08-22,1498.70
2019-08-23,1495.50
2019-08-26,.
2019-08-27,1531.85
2019-08-28,1541.75
2019-08-29,1536.65
2019-08-30,1526.55
2019-09-02,1523.35
2019-09-03,1532.45
2019-09-04,1538.80
2019-09-05,1542.60
2019-09-06,1504.95
2019-09-09,1509.95
2019-09-10,1494.60
2019-09-11,1493.65
2019-09-12,1502.95
2019-09-13,1506.30
2019-09-16,1502.05
2019-09-17,1499.30
2019-09-18,1502.20
2019-09-19,1498.40
2019-09-20,1504.10
2019-09-23,1519.50
2019-09-24,1520.25
2019-09-25,1530.85
2019-09-26,1507.05
2019-09-27,1496.15
2019-09-30,1487.60
2019-10-01,1466.10
2019-10-02,1484.05
2019-10-03,1504.00
2019-10-04,1509.50
2019-10-07,1502.15
2019-10-08,1500.00
2019-10-09,1503.40
2019-10-10,1508.20
2019-10-11,1498.35
2019-10-14,1494.20
2019-10-15,1494.75
2019-10-16,1482.55
2019-10-17,1484.45
2019-10-18,.
2019-10-21,1490.85
2019-10-22,1487.45
2019-10-23,1494.25
2019-10-24,1488.85
2019-10-25,1504.65
2019-10-28,1505.05
2019-10-29,1492.75
2019-10-30,1490.15
2019-10-31,1506.40
2019-11-01,1509.85
2019-11-04,1509.20
2019-11-05,1504.60
2019-11-06,1488.55
2019-11-07,1484.10
2019-11-08,1466.85
2019-11-11,1465.50
2019-11-12,1455.00
2019-11-13,1463.45
2019-11-14,1467.65
2019-11-15,1465.60
2019-11-18,1458.40
2019-11-19,1464.90
2019-11-20,1475.70
2019-11-21,1468.90
2019-11-22,1471.30
2019-11-25,1459.45
2019-11-26,1457.65
2019-11-27,1459.80
2019-11-28,1457.55
2019-11-29,1456.35
2019-12-02,1457.50
2019-12-03,1470.40
2019-12-04,1475.85
2019-12-05,1474.60
2019-12-06,1474.85
2019-12-09,1463.60
2019-12-10,1464.45
2019-12-11,1468.05
2019-12-12,1474.70
2019-12-13,1470.60
2019-12-16,1477.40
2019-12-17,1478.40
2019-12-18,1478.90
2019-12-19,1474.40
2019-12-20,1476.90
2019-12-23,1483.95
2019-12-24,1490.85
2019-12-25,.
2019-12-26,.
2019-12-27,1510.60
2019-12-30,1511.50
2019-12-31,1523.00
2020-01-01,.
2020-01-02,1520.55
2020-01-03,1547.40
2020-01-06,1576.85
2020-01-07,1566.50
2020-01-08,1582.85
2020-01-09,1547.85
2020-01-10,1548.80
2020-01-13,1550.35
2020-01-14,1544.95
2020-01-15,1551.90
2020-01-16,1555.20
2020-01-17,1556.50
2020-01-20,1559.25
2020-01-21,1556.25
2020-01-22,1558.10
2020-01-23,1554.05
2020-01-24,1561.85
2020-01-27,1583.45
2020-01-28,1579.60
2020-01-29,1571.20
2020-01-30,1580.40
2020-01-31,1580.85
2020-02-03,1578.85
2020-02-04,1571.20
2020-02-05,1552.20
2020-02-06,1564.75
2020-02-07,.
2020-02-10,1574.05
2020-02-11,1567.70
2020-02-12,1566.75
2020-02-13,1575.00
2020-02-14,1576.35
2020-02-17,1580.30
2020-02-18,1588.20
2020-02-19,1609.50
2020-02-20,1610.35
2020-02-21,1633.70
2020-02-24,1682.35
2020-02-25,1655.90
2020-02-26,1647.95
2020-02-27,1646.60
2020-02-28,1626.35
2020-03-02,1609.70
2020-03-03,1599.05
2020-03-04,1644.80
2020-03-05,1647.45
2020-03-06,1687.00
2020-03-09,1676.60
2020-03-10,1657.40
2020-03-11,1662.50
2020-03-12,1636.65
2020-03-13,1588.15
2020-03-16,1504.65
2020-03-17,1472.35
2020-03-18,1506.00
2020-03-19,1480.70
2020-03-20,1504.45
2020-03-23,1494.50
2020-03-24,1599.50
2020-03-25,1620.95
2020-03-26,1620.10
2020-03-27,1621.20
2020-03-30,1624.45
2020-03-31,1604.65
2020-04-01,1594.25
2020-04-02,1588.05
2020-04-03,1609.75
2020-04-06,1636.60
2020-04-07,1652.20
2020-04-08,1649.05
2020-04-09,1662.50
2020-04-10,.
2020-04-13,.
2020-04-14,1715.85
2020-04-15,1712.25
2020-04-16,1717.85
2020-04-17,1693.15
2020-04-20,1684.95
2020-04-21,1678.60
2020-04-22,1702.65
2020-04-23,1727.55
2020-04-24,1727.25
2020-04-27,1717.25
2020-04-28,1708.10
2020-04-29,1706.00
2020-04-30,1716.75
2020-05-01,1673.05
2020-05-04,1703.70
2020-05-05,1696.30
2020-05-06,1698.90
2020-05-07,1688.65
2020-05-08,.
2020-05-11,1698.80
2020-05-12,1703.45
2020-05-13,1699.85
2020-05-14,1716.40
2020-05-15,1734.85
2020-05-18,1756.90
2020-05-19,1735.25
2020-05-20,1750.05
2020-05-21,1732.80
2020-05-22,1732.45
2020-05-25,.
2020-05-26,1722.75
2020-05-27,1705.15
2020-05-28,1723.30
2020-05-29,1725.65
2020-06-01,1734.80
2020-06-02,1740.25
2020-06-03,1717.60
2020-06-04,1706.45
2020-06-05,1709.55
2020-06-08,1692.00
2020-06-09,1707.50
2020-06-10,1717.65
2020-06-11,1731.90
2020-06-12,1735.85
2020-06-15,1710.40
2020-06-16,1728.35
2020-06-17,1717.30
2020-06-18,1732.65
2020-06-19,1728.55
2020-06-22,1745.45
2020-06-23,1756.60
2020-06-24,1775.70
2020-06-25,1758.55
2020-06-26,1762.10
2020-06-29,1768.80
2020-06-30,1770.70
2020-07-01,1787.40
2020-07-02,1771.85
2020-07-03,1774.65
2020-07-06,1774.40
2020-07-07,1775.50
2020-07-08,1799.35
2020-07-09,1812.45
2020-07-10,1805.75
2020-07-13,1808.05
2020-07-14,1798.20
2020-07-15,1809.30
2020-07-16,1804.60
2020-07-17,1802.90
2020-07-20,1810.30
2020-07-21,1823.20
2020-07-22,1851.00
2020-07-23,1882.35
2020-07-24,1893.85
2020-07-27,1940.55
2020-07-28,1931.65
2020-07-29,1954.35
2020-07-30,1952.20
2020-07-31,1974.70
2020-08-03,1972.95
2020-08-04,1972.25
2020-08-05,2034.45
2020-08-06,2049.15
2020-08-07,2061.50
2020-08-10,2030.30
2020-08-11,1996.60
2020-08-12,1931.70
2020-08-13,1931.00
2020-08-14,1948.30
2020-08-17,1949.85
2020-08-18,2005.15
2020-08-19,1993.15
2020-08-20,1928.05
2020-08-21,1932.85
2020-08-24,1947.55
2020-08-25,1925.45
2020-08-26,1918.50
2020-08-27,1938.80
2020-08-28,1955.85
2020-08-31,.
2020-09-01,1987.95
2020-09-02,1969.00
2020-09-03,1934.10
2020-09-04,1937.60
2020-09-07,1928.40
2020-09-08,1920.60
2020-09-09,1928.40
2020-09-10,1944.80
2020-09-11,1944.50
2020-09-14,1942.30
2020-09-15,1963.55
2020-09-16,1964.80
2020-09-17,1936.10
2020-09-18,1954.75
2020-09-21,1930.90
2020-09-22,1903.10
2020-09-23,1888.10
2020-09-24,1850.75
2020-09-25,1870.05
2020-09-28,1850.95
2020-09-29,1882.40
2020-09-30,1883.40
2020-10-01,1895.55
2020-10-02,1906.40
2020-10-05,1899.65
2020-10-06,1912.50
2020-10-07,1888.00
2020-10-08,1891.35
2020-10-09,1912.40
2020-10-12,1919.80
2020-10-13,1920.80
2020-10-14,1896.45
2020-10-15,1891.70
2020-10-16,1908.20
2020-10-19,1910.00
2020-10-20,1906.35
2020-10-21,1918.95
2020-10-22,1916.85
2020-10-23,1910.60
2020-10-26,1901.60
2020-10-27,1898.90
2020-10-28,1896.85
2020-10-29,1876.85
2020-10-30,1875.80
2020-11-02,1886.75
2020-11-03,1899.85
2020-11-04,1888.55
2020-11-05,1916.80
2020-11-06,1947.95
2020-11-09,1957.45
2020-11-10,1874.90
2020-11-11,1876.20
2020-11-12,1868.00
2020-11-13,1878.20
2020-11-16,1892.60
2020-11-17,1885.40
2020-11-18,1877.20
2020-11-19,1857.40
2020-11-20,1867.00
2020-11-23,1863.80
2020-11-24,1818.10
2020-11-25,1808.55
2020-11-26,1814.85
2020-11-27,1808.05
2020-11-30,1771.95
2020-12-01,1796.20
2020-12-02,1832.95
2020-12-03,1834.80
2020-12-04,1839.30
2020-12-07,1832.80
2020-12-08,1864.50
2020-12-09,1859.80
2020-12-10,1834.20
2020-12-11,1833.65
2020-12-14,1820.25
2020-12-15,1844.30
2020-12-16,1861.35
2020-12-17,1871.95
2020-12-18,1878.95
2020-12-21,1869.25
2020-12-22,1873.30
2020-12-23,1867.10
2020-12-24,1872.55
2020-12-25,.
2020-12-28,.
2020-12-29,1873.90
2020-12-30,1877.55
2020-12-31,1891.10
2021-01-01,.
2021-01-04,1930.80
2021-01-05,1946.55
2021-01-06,1957.20
2021-01-07,1911.05
2021-01-08,1891.30
2021-01-11,1847.80
2021-01-12,1861.85
2021-01-13,1852.40
2021-01-14,1840.25
2021-01-15,1853.85
2021-01-18,1833.95
2021-01-19,1843.10
2021-01-20,1854.60
2021-01-21,1867.65
2021-01-22,1853.60
2021-01-25,1855.60
2021-01-26,1853.20
2021-01-27,1846.40
2021-01-28,1839.65
2021-01-29,1852.70
2021-02-01,1857.80
2021-02-02,1847.10
2021-02-03,1834.70
2021-02-04,1811.55
2021-02-05,1808.55
2021-02-08,1811.65
2021-02-09,1846.55
2021-02-10,1843.45
2021-02-11,1841.70
2021-02-12,1818.00
2021-02-15,1817.45
2021-02-16,1823.45
2021-02-17,1788.85
2021-02-18,1782.80
2021-02-19,1773.75
2021-02-22,1798.80
2021-02-23,1809.50
2021-02-24,1807.25
2021-02-25,1792.10
2021-02-26,1765.10
2021-03-01,1746.95
2021-03-02,1728.50
2021-03-03,1727.05
2021-03-04,1710.05
2021-03-05,1696.05
2021-03-08,1694.45
2021-03-09,1702.85
2021-03-10,1711.50
2021-03-11,1736.35
2021-03-12,1703.85
2021-03-15,1727.90
2021-03-16,1732.30
2021-03-17,1736.95
2021-03-18,1734.10
2021-03-19,1737.20
2021-03-22,1733.40
2021-03-23,1739.25
2021-03-24,1734.05
2021-03-25,1729.20
2021-03-26,1727.85
2021-03-29,1723.95
2021-03-30,1696.70
2021-03-31,1685.35
2021-04-01,1715.85
2021-04-02,.
2021-04-05,.
2021-04-06,1731.05
2021-04-07,1736.00
2021-04-08,1743.70
2021-04-09,1747.95
2021-04-12,1741.55
2021-04-13,1728.10
2021-04-14,1743.30
2021-04-15,1748.00
2021-04-16,1766.45
2021-04-19,1788.40
2021-04-20,1765.50
2021-04-21,1781.05
2021-04-22,1785.65
2021-04-23,1785.30
2021-04-26,1779.65
2021-04-27,1780.90
2021-04-28,1764.15
2021-04-29,1774.65
2021-04-30,1768.80
2021-05-03,.
2021-05-04,1784.95
2021-05-05,1778.05
2021-05-06,1793.15
2021-05-07,1820.50
2021-05-10,1834.15
2021-05-11,1837.15
2021-05-12,1833.60
2021-05-13,1814.30
2021-05-14,1833.50
2021-05-17,1848.45
2021-05-18,1867.40
2021-05-19,1860.00
2021-05-20,1869.35
2021-05-21,1877.65
